0	0.000	0
1	5.733	0
2	11.466	0
3	17.199	0
4	22.932	0
5	28.665	0
6	34.398	0
7	40.131	0
8	45.864	0
9	51.597	0
10	57.330	0
11	63.063	0
12	68.796	0
13	74.529	0
14	80.262	0
15	85.995	0
16	91.728	0
17	97.461	0
18	103.194	0
19	108.927	0
20	114.660	0
21	120.393	0
22	126.126	0
23	131.859	0
24	137.592	0
25	143.325	0
26	149.058	0
27	154.791	0
28	160.524	0
29	166.257	0
30	171.990	0
31	177.723	0
32	183.456	0
33	189.189	0
34	194.922	0
35	200.655	0
36	206.388	0
37	212.121	0
38	217.854	0
39	223.587	0
40	229.320	0
41	235.053	0
42	240.786	0
43	246.519	0
44	252.252	0
45	257.985	0
46	263.718	0
47	269.451	0
48	275.184	0
49	280.917	0
50	286.650	0
51	292.383	0
52	298.116	0
53	303.849	0
54	309.582	0
55	315.315	0
56	321.048	0
57	326.781	0
58	332.514	0
59	338.247	0
60	343.980	0
61	349.713	1
62	355.446	0
63	361.179	0
64	366.912	2
65	372.645	1
66	378.378	1
67	384.111	2
68	389.844	1
69	395.577	0
70	401.310	2
71	407.043	1
72	412.776	2
73	418.509	0
74	424.242	1
75	429.975	1
76	435.708	0
77	441.441	0
78	447.174	2
79	452.907	1
80	458.640	0
81	464.373	1
82	470.106	0
83	475.839	0
84	481.573	2
85	487.306	0
86	493.039	1
87	498.772	1
88	504.505	0
89	510.238	0
90	515.971	1
91	521.704	2
92	527.437	0
93	533.170	0
94	538.903	0
95	544.636	3
96	550.369	2
97	556.102	0
98	561.835	1
99	567.568	2
100	573.301	0
101	579.034	0
102	584.767	0
103	590.500	1
104	596.233	0
105	601.966	0
106	607.699	2
107	613.432	0
108	619.165	0
109	624.898	1
110	630.631	1
111	636.364	0
112	642.097	1
113	647.830	1
114	653.563	2
115	659.296	0
116	665.029	0
117	670.762	1
118	676.495	0
119	682.228	2
120	687.961	0
121	693.694	0
122	699.427	0
123	705.160	0
124	710.893	0
125	716.626	0
126	722.359	1
127	728.092	0
128	733.825	0
129	739.558	0
130	745.291	3
131	751.024	0
132	756.757	1
133	762.490	0
134	768.223	0
135	773.956	2
136	779.689	1
137	785.422	0
138	791.155	2
139	796.888	1
140	802.621	0
141	808.354	1
142	814.087	0
143	819.820	1
144	825.553	0
145	831.286	0
146	837.019	0
147	842.752	0
148	848.485	1
149	854.218	0
150	859.951	0
151	865.684	0
152	871.417	2
153	877.150	0
154	882.883	2
155	888.616	1
156	894.349	0
157	900.082	1
158	905.815	0
159	911.548	1
160	917.281	0
161	923.014	1
162	928.747	0
163	934.480	1
164	940.213	0
165	945.946	1
166	951.679	0
167	957.412	0
168	963.145	0
169	968.878	0
170	974.611	1
171	980.344	2
172	986.077	0
173	991.810	1
174	997.543	0
175	1003.276	2
176	1009.009	1
177	1014.742	0
178	1020.475	0
179	1026.208	2
180	1031.941	1
181	1037.674	1
182	1043.407	2
183	1049.140	0
184	1054.873	1
185	1060.606	1
186	1066.339	1
187	1072.072	0
188	1077.805	0
189	1083.538	1
190	1089.271	0
191	1095.004	1
192	1100.737	0
193	1106.470	1
194	1112.203	0
195	1117.936	0
196	1123.669	0
197	1129.402	0
198	1135.135	0
199	1140.868	2
200	1146.601	2
201	1152.334	2
202	1158.067	0
203	1163.800	1
204	1169.533	1
205	1175.266	0
206	1180.999	1
207	1186.732	0
208	1192.465	0
209	1198.198	2
210	1203.931	0
211	1209.664	1
212	1215.397	0
213	1221.130	1
214	1226.863	2
215	1232.596	0
216	1238.329	1
217	1244.062	0
218	1249.795	0
219	1255.528	0
220	1261.261	0
221	1266.994	1
222	1272.727	0
223	1278.460	0
224	1284.193	0
225	1289.926	0
226	1295.659	0
227	1301.392	0
228	1307.125	2
229	1312.858	2
230	1318.591	0
231	1324.324	0
232	1330.057	0
233	1335.790	0
234	1341.523	4
235	1347.256	0
236	1352.989	0
237	1358.722	2
238	1364.455	0
239	1370.188	0
240	1375.921	1
241	1381.654	0
242	1387.387	0
243	1393.120	0
244	1398.853	0
245	1404.586	0
246	1410.319	0
247	1416.052	0
248	1421.785	0
249	1427.518	0
250	1433.252	1
251	1438.985	0
252	1444.718	0
253	1450.451	0
254	1456.184	0
255	1461.917	0
256	1467.650	1
257	1473.383	0
258	1479.116	1
259	1484.849	1
260	1490.582	0
261	1496.315	0
262	1502.048	2
263	1507.781	0
264	1513.514	1
265	1519.247	0
266	1524.980	0
267	1530.713	0
268	1536.446	1
269	1542.179	0
270	1547.912	0
271	1553.645	0
272	1559.378	1
273	1565.111	0
274	1570.844	1
275	1576.577	1
276	1582.310	0
277	1588.043	1
278	1593.776	1
279	1599.509	0
280	1605.242	0
281	1610.975	1
282	1616.708	0
283	1622.441	2
284	1628.174	0
285	1633.907	0
286	1639.640	0
287	1645.373	0
288	1651.106	0
289	1656.839	0
290	1662.572	0
291	1668.305	0
292	1674.038	0
293	1679.771	0
294	1685.504	0
295	1691.237	0
296	1696.970	0
297	1702.703	0
298	1708.436	0
299	1714.169	1
300	1719.902	0
301	1725.635	1
302	1731.368	0
303	1737.101	0
304	1742.834	2
305	1748.567	0
306	1754.300	1
307	1760.033	2
308	1765.766	1
309	1771.499	0
310	1777.232	1
311	1782.965	0
312	1788.698	0
313	1794.431	1
314	1800.164	1
315	1805.897	1
316	1811.630	1
317	1817.363	0
318	1823.096	0
319	1828.829	0
320	1834.562	0
321	1840.295	0
322	1846.028	0
323	1851.761	0
324	1857.494	0
325	1863.227	0
326	1868.960	2
327	1874.693	0
328	1880.426	0
329	1886.159	1
330	1891.892	2
331	1897.625	0
332	1903.358	0
333	1909.091	0
334	1914.824	1
335	1920.557	0
336	1926.290	0
337	1932.023	1
338	1937.756	0
339	1943.489	0
340	1949.222	0
341	1954.955	0
342	1960.688	2
343	1966.421	1
344	1972.154	0
345	1977.887	0
346	1983.620	1
347	1989.353	1
348	1995.086	0
349	2000.819	1
350	2006.552	2
351	2012.285	1
352	2018.018	0
353	2023.751	0
354	2029.484	0
355	2035.217	0
356	2040.950	0
357	2046.683	0
358	2052.416	1
359	2058.149	0
360	2063.882	1
361	2069.615	0
362	2075.348	0
363	2081.081	1
364	2086.814	1
365	2092.547	0
366	2098.280	1
367	2104.013	0
368	2109.746	0
369	2115.479	0
370	2121.212	0
371	2126.945	1
372	2132.678	0
373	2138.411	0
374	2144.144	2
375	2149.877	0
376	2155.610	1
377	2161.343	0
378	2167.076	0
379	2172.809	1
380	2178.542	0
381	2184.275	0
382	2190.008	1
383	2195.741	0
384	2201.474	0
385	2207.207	1
386	2212.940	1
387	2218.673	0
388	2224.406	0
389	2230.139	1
390	2235.872	0
391	2241.605	0
392	2247.338	0
393	2253.071	0
394	2258.804	0
395	2264.537	1
396	2270.270	0
397	2276.003	2
398	2281.736	0
399	2287.469	0
400	2293.202	1
401	2298.935	0
402	2304.668	1
403	2310.401	3
404	2316.134	1
405	2321.867	1
406	2327.600	0
407	2333.333	1
408	2339.066	1
409	2344.799	0
410	2350.532	0
411	2356.265	2
412	2361.998	0
413	2367.731	0
414	2373.464	1
415	2379.197	2
416	2384.930	1
417	2390.664	0
418	2396.397	0
419	2402.130	0
420	2407.863	1
421	2413.596	0
422	2419.329	0
423	2425.062	0
424	2430.795	1
425	2436.528	0
426	2442.261	1
427	2447.994	0
428	2453.727	0
429	2459.460	0
430	2465.193	0
431	2470.926	2
432	2476.659	0
433	2482.392	0
434	2488.125	1
435	2493.858	0
436	2499.591	0
437	2505.324	0
438	2511.057	0
439	2516.790	0
440	2522.523	1
441	2528.256	0
442	2533.989	2
443	2539.722	0
444	2545.455	1
445	2551.188	0
446	2556.921	0
447	2562.654	2
448	2568.387	0
449	2574.120	0
450	2579.853	2
451	2585.586	1
452	2591.319	0
453	2597.052	0
454	2602.785	0
455	2608.518	3
456	2614.251	1
457	2619.984	0
458	2625.717	0
459	2631.450	0
460	2637.183	1
461	2642.916	0
462	2648.649	0
463	2654.382	0
464	2660.115	0
465	2665.848	0
466	2671.581	0
467	2677.314	0
